"Address";"Tags"
"Запорізька, Кам’янсько-Дніпровський, м, Кам’янка-Дніпровська, вулиця, Радянська, 158";"['Region', 'SubLocality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Запорізька, Кам’янсько-Дніпровський, м, Кам’янка-Дніпровська, вулиця, Промислова, 18, 2";"['Region', 'SubLocality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Дніпропетровська, Васильківський, смт, Васильківка, вулиця, Каштанова, 21";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Кіровоградська, Устинівський, с, Ганно-Леонтовичеве, вулиця, Миру, 41";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Кіровоградська, Устинівський, с, Ганно-Леонтовичеве, вулиця, Миру, 39";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Запорізька, Великобілозерський, с, Велика Білозерка, вулиця, Радянська, 86";"['Region', 'County', 'LocalityType', 'Locality', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Сумська, Конотопський, Т Дубов’язівка, вулиця Професійна, 54";"['Region', 'County', 'Locality', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Харківська, м, Харків, вулиця, Сочинська, 73, 20";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Луганська, Марківський, с, Марківське, вулиця, Пушкіна, 54";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Чернігівська, Менський, с, Дягова, вулиця, Широка, 55";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Кіровоградська, Світловодський, С Миронівка, вулиця Шевченка, 9";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Рівненська, Здолбунівський, С Йосипівка, вулиця Гора, 8";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Рівненська, Костопільський, С Іваничі, вулиця Л.Савчука, 22";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Рівненська, Костопільський, С Іваничі, вулиця Костопільська, 45";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Харківська, м, Харків, вулиця, Бучми, 44, 47";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Вінницька, м, Ладижин, вулиця, Будівельників, 50, 51";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Дніпропетровська, Петропавлівський, смт, Петропавлівка, вулиця, Кірова, 89а";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Житомирська, Овруцький, с, Словечне, вулиця, Механізації, 33";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Київ, м, Київ, площа, Дружби Народів, 2, а, 79";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumber', 'HouseNumberAdditionally', 'Apartment']"
"Київ, м, Київ, бульвар, Дарницький, 10а, 53";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"48711, Тернопільська, Борщівський, С Озеряни, вулиця Зелена, 1";"['PostCode', 'Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Київ, М Київ, проспект Ак.Глушкова, 29, 5";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Дніпропетровська, Покровський, с, Катеринівка, вулиця, Гагаріна, 37";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Кіровоградська, Добровеличківський, с, Тишківка, вулиця, Лермонтова, 50";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"20355, Черкаська, Уманський, С Оксанина, вулиця Шевченка, 46";"['PostCode', 'Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"20935, Черкаська, Чигиринський, с, Полуднівка, вулиця, Дорошенка, 10";"['PostCode', 'Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Вінницька, Тростянецький, Т Тростянець, вулиця Макаренка, 4";"['Region', 'County', 'Locality', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Львівська, Сокальський, м, Сокаль, вулиця, Героїв УПА, 27, 34";"['Region', 'SubLocality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumber', 'Apartment']"
"Сумська, Білопільський, м, Білопілля, вулиця, Олеся, 52";"['Region', 'SubLocality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Київ, м, Київ, бульвар, Кольцова, 3б, 38";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Чернігівська, Носівський, м, Носівка, вулиця, Польова, 15";"['Region', 'SubLocality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"30224, Хмельницька, Білогірський, С Сивки, вулиця Польова, 16";"['PostCode', 'Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"36521, Харківська, Чугуївський, С Тернова, вулиця Радянська, 8 7";"['PostCode', 'Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"51032, Дніпропетровська, Царичанський, С Плавещина, вулиця Пушкіна, 34";"['PostCode', 'Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Запорізька, м, Бердянськ, вулиця, Баха, 40, 20";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Миколаївська, Первомайський, с, Кам’яний Міст, вулиця, Набережна, 47";"['Region', 'County', 'LocalityType', 'Locality', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"34500, Рівненська, Сарненський, с, Ремчиці, вулиця, Перемоги, 10, 1";"['PostCode', 'Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Сумська, Липоводолинський, смт, Липова Долина, вулиця, Лісова, 29";"['Region', 'County', 'LocalityType', 'Locality', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Сумська, Липоводолинський, смт, Липова Долина, вулиця, Благовіщенська, 30, 1";"['Region', 'County', 'LocalityType', 'Locality', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Київ, м, Київ, вулиця, Бикова, 6, 132";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Дніпропетровська, М Жовті Води, вулиця Заводська, 16, 59";"['Region', 'LocalityType', 'Locality', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Київська, м, Фастів, вулиця, Червоноармійська, 40, 26";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Хмельницька, м, Хмельницький, вулиця, Козацька, 65/1, 26";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Київ, м, Київ, вулиця, Виборзька, 34/36, 9";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Дніпропетровська, м, Кам’янське (Дніпродзержинськ), вулиця, Алтайська, 3, 20";"['Region', 'LocalityType', 'Locality', 'AdditionalData', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Київська, Білоцерківський, м, Біла Церква, вулиця, Щорса, 85а, 140";"['Region', 'SubLocality', 'LocalityType', 'Locality', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Волинська, м, Луцьк, проспект, Соборності, 40, 50";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Одеська, м, Одеса, вулиця, Торгова, 8, 35";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Харківська, Куп’янськ, смт, Куп’янськ-Вузловий, вулиця, Печериці, 13, 433";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Харківська, м, Харків, вулиця, Валентинівська, 13, 63";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"16600, Чернігівська, м, Ніжин, вулиця, Воздвиженська, 3Б, 183";"['PostCode', 'Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"02000, Київ, м, Київ, проспект, Маяковського, 4 Г, 37";"['PostCode', 'Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'HouseNumberAdditionally', 'Apartment']"
"90530, Закарпатська, Тячівський, с, Тарасівка, вулиця, Гагаріна, 125";"['PostCode', 'Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Київ, м, Київ, вулиця, Висоцького, 11, 77";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"90400, Закарпатська, м, Хуст, вулиця, Возєднання, 45";"['PostCode', 'Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Донецька, м, Слов’янськ, вулиця, Свободи, 37, 71";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Запорізька, м, Запоріжжя, вулиця, Новокузнецька, 31, 140";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Волинська, Горохівський, м, Горохів, вулиця, Грушевського, 54, 3";"['Region', 'SubLocality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"24633, Вінницька, Крижопільський, с, Соколівка, вулиця, Терешкової, 31";"['PostCode', 'Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Івано-Франківська, м, Болехів, вулиця, Котляревського, 4, 3";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Миколаївська, м, Первомайськ, вулиця, Чорноморців, 57";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Вінницька, м, Вінниця, вулиця, Академіка Янгеля, 52, 67";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumber', 'Apartment']"
"Івано-Франківська, м, Калуш, вулиця, Коновальця, 24, 10";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Чернівецька, Сторожинецький, с, Давидівка, вулиця, Кобилянської, 100, 0";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Київ, м, Київ, вулиця, Наталії Ужвій, 6а, 104";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumber', 'Apartment']"
"Донецька, Краматорськ, смт, Біленьке, вулиця, Аджарська, 18";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Полтавська, Кобеляцький, смт, Білики, вулиця, Паркова, 1";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Полтавська, м, Кременчук, провулок, Художній, 23";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Одеська, Болградський, с, Виноградне, вулиця, Молодіжна, 37";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Одеська, м, Одеса, вулиця, Космонавтів, 12, 26";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"90400, Закарпатська, м, Хуст, вулиця, Бачинського, 4";"['PostCode', 'Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"75635, Херсонська, Голопристанський, с, Чулаківка, вулиця, Щербаченка, 45";"['PostCode', 'Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Черкаська, Смілянський, с, Сунки, вулиця, Мічуріна, 60";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Вінницька, Оратівський, с, Якимівка, вулиця, Київська, 91";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Херсонська, Каховський, смт, Любимівка, вулиця, Горького, 16";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Одеська, Біляївський, с, Усатове, вулиця, Вишнева, 6";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Львівська, м, Стрий, вулиця, Грабовецька, 19, 7";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Харківська, м, Харків, провулок, Аптекарський, 15, 2";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Рівненська, Дубенський, с, Здовбиця, вулиця, Миру, 26";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Чернігівська, Бобровицький, м, Бобровиця, вулиця, Комунарська, 14";"['Region', 'SubLocality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Дніпропетровська, Покровський, с, Великомихайлівка, вулиця, Крупської, 41";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Вінницька, Козятинський, с, Куманівка, вулиця, Л.Українки, 8";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Херсонська, Олешківський (Цюрупинський), смт, Брилівка, вулиця, Меліораторів, 6, 55";"['Region', 'County', 'AdditionalData', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Київ, м, Київ, вулиця, Озерна, 5";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Запорізька, м, Запоріжжя, вулиця, Адм. Макарова, 183, 2";"['Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumber', 'Apartment']"
"Івано-Франківська, Калуський, смт, Войнилів, вулиця, Б.Хмельницького, 55";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Харківська, Коломацький, с, Шелестове, вулиця, Миру, 80";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Дніпропетровська, Синельниківський, с, Новогніде, вулиця, Гагаріна, 31";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Луганська, Новопсковський, с, Макартетине, вулиця, Димитрова, 40";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Луганська, Старобільський, с, Підгорівка, вулиця, Підгірна, 158";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Запорізька, Куйбишевський, С Мирське, вулиця Центральна, 8";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"обл. Киев, м. Киев, ВИШГОРОДСЬКА ВУЛ., 45 Б. 1, кв. 169";"['RegionType', 'Region', 'LocalityType', 'Locality', 'Street', 'StreetType', 'HouseNumber', 'HouseNumber', 'HouseNumber', 'ApartmentType', 'Apartment']"
"обл. Киев, м. Киев, вул.Кіпріянова 2, кв.109";"['RegionType', 'Region', 'LocalityType', 'Locality', 'Street', 'HouseNumber', 'Apartment']"
"обл. Киев, м. Киев, МОСКОВСЬКА ВУЛ., 45/1, КОРПУС 26, КВ.28";"['RegionType', 'Region', 'LocalityType', 'Locality', 'Street', 'StreetType', 'HouseNumber', 'HousingType', 'Housing', 'Apartment']"
"обл. Киев, м. Киев, РУСАНІВСЬКА НАБЕР., 4/1, кв. 90";"['RegionType', 'Region', 'LocalityType', 'Locality', 'Street', 'StreetType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"27162, Кіровоградська обл., Новоукраїнський район, село Воронівка";"['PostCode', 'Region', 'RegionType', 'County', 'CountyType', 'LocalityType', 'Locality']"
"26400, Кіровоградська обл., Благовіщенський район, місто Благовіщенське, ВУЛИЦЯ ПРОМИСЛОВА, будинок 30";"['PostCode', 'Region', 'RegionType', 'SubLocality', 'SubLocalityType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"Україна, 36014, Полтавська обл., місто Полтава, ВУЛИЦЯ ПУШКІНА, будинок 119, кімната 201";"['Country', 'PostCode', 'Region', 'RegionType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'RoomType', 'Room']"
"27017, Кіровоградська обл., Добровеличківський р-н, село Карбівка";"['PostCode', 'Region', 'RegionType', 'County', 'CountyType', 'LocalityType', 'Locality']"
"26220, Кіровоградська обл., Маловисківський р-н, село Якимівка";"['PostCode', 'Region', 'RegionType', 'County', 'CountyType', 'LocalityType', 'Locality']"
"15222 Сновський р-н с. Петрівка, вул. Центральна, 16";"['PostCode', 'County', 'CountyType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"16561 Бахмацький р-н с. Григорівка вул. Шевченка, 57а";"['PostCode', 'County', 'CountyType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"16574 Бахмацький р-н, с Крапивне, вул. Каденюка, 10";"['PostCode', 'County', 'CountyType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Киевская Киев Петра Григоренка 14 346";"['Region', 'Locality', 'Street', 'Street', 'HouseNumber', 'Apartment']"
"Дніпропетровська, Васильківський, смт, Васильківка, вулиця, Каштанова, 21";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"27300, Кіровоградська обл., Олександрівський р-н, селище міського типу Олександрівка, ВУЛИЦЯ ШКІЛЬНА, будинок 71";"['PostCode', 'Region', 'RegionType', 'County', 'CountyType', 'LocalityType', 'LocalityType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"34402, Рівненська обл.,, м. Кузнецовськ мікр. Вараш, 18, кв. 72";"['PostCode', 'Region', 'RegionType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'ApartmentType', 'Apartment']"
"58005, Чернівці, м., Щербанюка Олександра 13а, кв. 3";"['PostCode', 'Locality', 'LocalityType', 'Street', 'Street', 'HouseNumber', 'ApartmentType', 'Apartment']"
"Вінницька, Тростянецький, Т Тростянець, вулиця Макаренка, 4";"['Region', 'County', 'Locality', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"обл. Киев, м. Киев, КУЛІБІНА ВУЛ., 6, кв. 213 єт 9 пар 4";"['RegionType', 'Region', 'LocalityType', 'Locality', 'Street', 'StreetType', 'HouseNumber', 'ApartmentType', 'Apartment', 'FloorType', 'Floor', 'EntranceType', 'Entrance']"
"51900 Дніпропетровська с. Єлизаветівка 51900, Дніпропетровська обл.";"['PostCode', 'Region', 'LocalityType', 'Locality', 'PostCode', 'Region', 'RegionType']"
